,tracks,albums,shows,episodes,bannedTracks,other
2290,"{'artist': 'Fall Out Boy', 'album': 'Take This To Your Grave', 'track': 'Sending Postcards from a Plane Crash (Wish You Were Here)'}",,,,,
2291,"{'artist': 'WALK THE MOON', 'album': 'What If Nothing', 'track': 'Sound Of Awakening'}",,,,,
2292,"{'artist': 'Never Shout Never', 'album': 'What Is Love?', 'track': 'What Is Love?'}",,,,,
2293,"{'artist': 'Lady Gaga', 'album': 'The Fame Monster', 'track': 'Brown Eyes'}",,,,,
2294,"{'artist': 'Grouplove', 'album': 'Big Mess', 'track': 'Do You Love Someone'}",,,,,
2295,"{'artist': 'Ed Sheeran', 'album': '+', 'track': 'Autumn Leaves - Deluxe Edition'}",,,,,
2296,"{'artist': 'Fall Out Boy', 'album': 'Save Rock And Roll', 'track': 'My Songs Know What You Did In The Dark (Light Em Up)'}",,,,,
2297,"{'artist': 'All Time Low', 'album': 'Nothing Personal (Deluxe Version)', 'track': 'Therapy'}",,,,,
2298,"{'artist': 'We The Kings', 'album': 'We The Kings', 'track': 'Check Yes, Juliet'}",,,,,
2299,"{'artist': 'Yotam Perel', 'album': 'Eraser Dust', 'track': 'Particles'}",,,,,
2300,"{'artist': 'Arctic Monkeys', 'album': 'AM', 'track': 'Snap Out Of It'}",,,,,
2301,"{'artist': 'Rex Orange County', 'album': ""You've Got a Friend in Me"", 'track': ""You've Got a Friend in Me""}",,,,,
2302,"{'artist': 'Twenty One Pilots', 'album': 'Twenty One Pilots', 'track': 'Trapdoor'}",,,,,
2303,"{'artist': 'Pet Symmetry', 'album': 'Pets Hounds', 'track': 'My Exhausted Month - Of May'}",,,,,
2304,"{'artist': 'Panic! At The Disco', 'album': ""A Fever You Can't Sweat Out"", 'track': ""Build God, Then We'll Talk""}",,,,,
2305,"{'artist': 'The Mountain Goats', 'album': 'Tallahassee', 'track': 'No Children'}",,,,,
2306,"{'artist': 'Lil Nas X', 'album': 'Old Town Road', 'track': 'Old Town Road'}",,,,,
2307,"{'artist': 'Car Seat Headrest', 'album': 'Teens of Denial', 'track': 'Not What I Needed'}",,,,,
2308,"{'artist': 'Hippo Campus', 'album': 'Bambi', 'track': 'Why Even Try'}",,,,,
2309,"{'artist': 'Portugal. The Man', 'album': 'Evil Friends', 'track': 'Modern Jesus'}",,,,,
2310,"{'artist': 'Ben Folds', 'album': 'supersunnyspeedgraphic, the lp', 'track': 'All U Can Eat'}",,,,,
2311,"{'artist': 'Matt and Kim', 'album': 'Grand', 'track': ""Good Ol' Fashion Nightmare""}",,,,,
2312,"{'artist': 'Daniela Spalla', 'album': 'Si Te Alejas', 'track': 'Si Te Alejas'}",,,,,
2313,"{'artist': 'Chance the Rapper', 'album': 'Coloring Book', 'track': 'Mixtape (feat. Young Thug & Lil Yachty)'}",,,,,
2314,"{'artist': 'Huron John', 'album': 'Maple Syrup Tears', 'track': 'Maple Syrup Tears'}",,,,,
2315,"{'artist': 'The Front Bottoms', 'album': 'Talon Of The Hawk', 'track': 'Lone Star'}",,,,,
2316,"{'artist': 'Kendrick Lamar', 'album': 'DAMN.', 'track': 'ELEMENT.'}",,,,,
2317,"{'artist': 'Fynn Kliemann', 'album': 'Nie', 'track': 'Zuhause'}",,,,,
2318,"{'artist': 'Watsky', 'album': 'x Infinity', 'track': 'Going Down'}",,,,,
2319,"{'artist': 'Duran Duran', 'album': 'Rio', 'track': 'Hungry Like the Wolf - 2009 Remaster'}",,,,,
2320,"{'artist': 'DBMK', 'album': 'Headlights for Eyes', 'track': 'Full of It'}",,,,,
2321,"{'artist': 'Royal Tongues', 'album': ""Rollin' On"", 'track': ""Rollin' On""}",,,,,
2322,"{'artist': 'Penguin Prison', 'album': 'Penguin Prison', 'track': 'The Worse It Gets'}",,,,,
2323,"{'artist': 'Years & Years', 'album': 'Communion', 'track': 'Desire'}",,,,,
2324,"{'artist': 'blink-182', 'album': 'Dude Ranch', 'track': 'Apple Shampoo'}",,,,,
2325,"{'artist': 'Diners', 'album': ""It's All True"", 'track': 'Must Be Nice'}",,,,,
2326,"{'artist': 'Sublime', 'album': 'Gold', 'track': 'Chica Me Tipo'}",,,,,
2327,"{'artist': 'Paramore', 'album': 'Told You So', 'track': 'Told You So'}",,,,,
2328,"{'artist': 'The Million', 'album': 'Somebody Better', 'track': 'Somebody Better'}",,,,,
2329,"{'artist': 'Pinegrove', 'album': 'Cardinal', 'track': 'Then Again'}",,,,,
2330,"{'artist': 'Electric Guest', 'album': 'Plural', 'track': 'Oh Devil'}",,,,,
2331,"{'artist': 'All Time Low', 'album': 'Nothing Personal (Deluxe Version)', 'track': 'Break Your Little Heart'}",,,,,
2332,"{'artist': 'Fall Out Boy', 'album': 'Folie à Deux', 'track': 'West Coast Smoker'}",,,,,
2333,"{'artist': 'Panic! At The Disco', 'album': 'Pretty. Odd.', 'track': 'From a Mountain in the Middle of the Cabins'}",,,,,
2334,"{'artist': 'Joywave', 'album': 'How Do You Feel Now?', 'track': 'Parade'}",,,,,
2335,"{'artist': 'MARINA', 'album': 'Froot', 'track': 'Better Than That'}",,,,,
2336,"{'artist': 'Somos', 'album': 'Temple of Plenty', 'track': 'Dead Wrong'}",,,,,
2337,"{'artist': 'Grapetooth', 'album': 'Grapetooth', 'track': 'Red Wine'}",,,,,
2338,"{'artist': 'Manchester Orchestra', 'album': ""I'm Like A Virgin Losing A Child"", 'track': 'Golden Ticket'}",,,,,
2339,"{'artist': 'Modest Mouse', 'album': 'Good News For People Who Love Bad News', 'track': 'The World At Large'}",,,,,
2340,"{'artist': 'Honest Haloway', 'album': 'Eyes On Me', 'track': 'Eyes On Me'}",,,,,
2341,"{'artist': 'blackbear', 'album': 'Deadroses', 'track': 'Idfc'}",,,,,
2342,"{'artist': 'All Time Low', 'album': ""So Wrong, It's Right (Deluxe Version)"", 'track': 'Six Feet Under The Stars'}",,,,,
2343,"{'artist': 'The Front Bottoms', 'album': 'Going Grey', 'track': ""Don't Fill Up On Chips""}",,,,,
2344,"{'artist': 'Fake Shark', 'album': 'Something Special', 'track': 'Something Special'}",,,,,
2345,"{'artist': 'Manchester Orchestra', 'album': 'Allentown', 'track': 'Allentown'}",,,,,
2346,"{'artist': 'Mother Mother', 'album': 'The Sticks', 'track': 'Cesspool Of Love'}",,,,,
2347,"{'artist': 'Mat Kerekes', 'album': 'Luna & The Wild Blue Everything', 'track': 'The Means Of ()'}",,,,,
2348,"{'artist': 'Conan Gray', 'album': 'Maniac', 'track': 'Maniac'}",,,,,
2349,"{'artist': 'Seahaven', 'album': 'Ghost', 'track': 'Ghost'}",,,,,
2350,"{'artist': 'Grouplove', 'album': 'Never Trust A Happy Song', 'track': 'Cruel and Beautiful World'}",,,,,
2351,"{'artist': 'The Five Stairsteps', 'album': 'Riding In Cars With Boys - Music From The Motion Picture', 'track': 'O-o-h Child'}",,,,,
2352,"{'artist': 'Bring Me The Horizon', 'album': ""That's The Spirit"", 'track': 'What You Need'}",,,,,
2353,"{'artist': 'XXXTENTACION', 'album': 'Look at Me!', 'track': 'Look at Me!'}",,,,,
2354,"{'artist': 'The Weeknd', 'album': 'The Hills', 'track': 'The Hills'}",,,,,
2355,"{'artist': 'Sledding With Tigers', 'album': 'Come on and Slam', 'track': 'Take It from Me, Michael Jordan'}",,,,,
2356,"{'artist': 'Bring Me The Horizon', 'album': ""That's The Spirit"", 'track': 'Avalanche'}",,,,,
2357,"{'artist': 'BANKS', 'album': 'Goddess', 'track': 'Beggin For Thread'}",,,,,
2358,"{'artist': 'Bo Burnham', 'album': 'Words Words Words', 'track': 'ART IS DEAD'}",,,,,
2359,"{'artist': 'Post Malone', 'album': 'Goodbyes (Feat. Young Thug)', 'track': 'Goodbyes (Feat. Young Thug)'}",,,,,
2360,"{'artist': 'Sledding With Tigers', 'album': 'Come on and Slam', 'track': 'Retirement'}",,,,,
2361,"{'artist': 'Paramore', 'album': 'Riot!', 'track': 'Born for This'}",,,,,
2362,"{'artist': 'One11Twenty', 'album': 'Last 10 Seconds', 'track': 'Two Summers'}",,,,,
2363,"{'artist': 'Modern Baseball', 'album': 'Sports', 'track': 'Re-Do'}",,,,,
2364,"{'artist': 'Bad Suns', 'album': 'Mystic Truth', 'track': 'Hold Your Fire'}",,,,,
2365,"{'artist': 'Paramore', 'album': 'Paramore', 'track': 'Fast in My Car'}",,,,,
2366,"{'artist': 'AWOLNATION', 'album': 'Megalithic Symphony Deluxe', 'track': 'Not Your Fault'}",,,,,
2367,"{'artist': 'Hippo Campus', 'album': 'South - Single', 'track': 'South'}",,,,,
2368,"{'artist': 'Cher', 'album': 'Heart Of Stone', 'track': 'If I Could Turn Back Time'}",,,,,
2369,"{'artist': 'Years & Years', 'album': 'Communion', 'track': 'Ties'}",,,,,
2370,"{'artist': 'Never Shout Never', 'album': 'Me And My Uke', 'track': 'Your Biggest Fan'}",,,,,
2371,"{'artist': 'Passion Pit', 'album': 'Manners', 'track': ""Moth's Wings""}",,,,,
2372,"{'artist': 'Bad Suns', 'album': 'Language & Perspective', 'track': 'Transpose'}",,,,,
2373,"{'artist': 'Yellow Ostrich', 'album': 'The Mistress', 'track': 'WHALE'}",,,,,
2374,"{'artist': 'Two Door Cinema Club', 'album': 'Tourist History', 'track': 'This Is The Life'}",,,,,
2375,"{'artist': 'The Wonder Years', 'album': 'No Closer To Heaven', 'track': 'Cardinals'}",,,,,
2376,"{'artist': 'a-ha', 'album': 'Hunting High and Low', 'track': 'Take on Me'}",,,,,
2377,"{'artist': 'Jeff Rosenstock', 'album': 'We Cool?', 'track': 'Nausea'}",,,,,
2378,"{'artist': 'Kevin Devine', 'album': 'Matter Of Time', 'track': ""You're Trailing Yourself""}",,,,,
2379,"{'artist': 'Grouplove', 'album': 'Little Mess EP', 'track': 'Adios Amigos'}",,,,,
2380,"{'artist': 'The Mountain Goats', 'album': 'The Sunset Tree', 'track': 'Up the Wolves'}",,,,,
2381,"{'artist': 'Pierce The Veil', 'album': 'Misadventures', 'track': 'Circles'}",,,,,
2382,"{'artist': 'The Front Bottoms', 'album': 'Rose', 'track': 'Flying Model Rockets'}",,,,,
2383,"{'artist': 'Bring Me The Horizon', 'album': 'mother tongue', 'track': 'mother tongue'}",,,,,
2384,"{'artist': 'Frank Ocean', 'album': 'channel ORANGE', 'track': 'Thinkin Bout You'}",,,,,
2385,"{'artist': 'The Cab', 'album': 'The Lady Luck EP', 'track': 'I AM Who I AM (feat. Eloquent)'}",,,,,
2386,"{'artist': 'My Chemical Romance', 'album': 'Danger Days: The True Lives of the Fabulous Killjoys', 'track': 'Na Na Na (Na Na Na Na Na Na Na Na Na)'}",,,,,
2387,"{'artist': 'Rex Orange County', 'album': 'Apricot Princess', 'track': 'Television / So Far So Good'}",,,,,
2388,"{'artist': 'Grace Petrie', 'album': 'Heart First Aid Kit', 'track': 'God Save The Hungry'}",,,,,
2389,"{'artist': 'Search The City', 'album': 'A Fire So Big The Heavens Can See It', 'track': 'Bigger Scars Make Better Stories'}",,,,,
2390,"{'artist': ""The Mowgli's"", 'album': '4AM', 'track': '4AM'}",,,,,
2391,"{'artist': 'The Neighbourhood', 'album': 'Wiped Out!', 'track': 'Cry Baby'}",,,,,
2392,"{'artist': 'Kishi Bashi', 'album': 'Sonderlust', 'track': 'Why Don’t You Answer Me'}",,,,,
2393,"{'artist': 'Panic! At The Disco', 'album': 'Too Weird To Live, Too Rare To Die!', 'track': 'Girl That You Love'}",,,,,
2394,"{'artist': 'Boys Like Girls', 'album': 'Love Drunk', 'track': 'Two Is Better Than One (feat. Taylor Swift)'}",,,,,
2395,"{'artist': 'Three Days Grace', 'album': 'One-X', 'track': 'Riot'}",,,,,
2396,"{'artist': 'SWEAT', 'album': 'Sweat', 'track': ""Workin' Late""}",,,,,
2397,"{'artist': 'Cage The Elephant', 'album': 'Melophobia', 'track': 'Cigarette Daydreams'}",,,,,
2398,"{'artist': 'MUNYA', 'album': 'North Hatley', 'track': 'Des Bisous Partout'}",,,,,
2399,"{'artist': 'The 1975', 'album': 'The 1975', 'track': 'Chocolate'}",,,,,
2400,"{'artist': 'The Hotelier', 'album': 'Home, Like NoPlace Is There', 'track': 'Your Deep Rest'}",,,,,
2401,"{'artist': 'The Beach Boys', 'album': 'Smiley Smile', 'track': 'Good Vibrations - Remastered'}",,,,,
2402,"{'artist': 'WALK THE MOON', 'album': 'TALKING IS HARD', 'track': 'Work This Body'}",,,,,
2403,"{'artist': 'Versa', 'album': 'Neon EP', 'track': 'Neon'}",,,,,
2404,"{'artist': 'Thomas Headon', 'album': 'Grace', 'track': 'Grace'}",,,,,
2405,"{'artist': 'Father John Misty', 'album': 'I Love You, Honeybear', 'track': 'I Love You, Honeybear'}",,,,,
2406,"{'artist': 'Ludo', 'album': 'Prepare The Preparations', 'track': 'Anything For You'}",,,,,
2407,"{'artist': 'The Band CAMINO', 'album': 'Honest/Daphne Blue/See Through', 'track': 'Honest'}",,,,,
2408,"{'artist': 'Panic! At The Disco', 'album': 'Say Amen for Silver Linings', 'track': '(Fuck A) Silver Lining'}",,,,,
2409,"{'artist': 'MARINA', 'album': 'Froot', 'track': ""Can't Pin Me Down""}",,,,,
2410,"{'artist': 'Rachel Mallin & the Wild Type', 'album': 'Degenerate Matters - EP', 'track': 'White Girls'}",,,,,
2411,"{'artist': 'The xx', 'album': 'Coexist', 'track': 'Angels'}",,,,,
2412,"{'artist': 'Iron & Wine', 'album': ""The Shepherd's Dog"", 'track': 'Flightless Bird, American Mouth'}",,,,,
2413,"{'artist': 'Mayday Parade', 'album': 'A Lesson In Romantics', 'track': 'Miserable At Best'}",,,,,
2414,"{'artist': 'Von Wegen Lisbeth', 'album': 'Grande', 'track': 'Lisa'}",,,,,
2415,"{'artist': 'Nothing But Thieves', 'album': 'Nothing But Thieves', 'track': 'If I Get High'}",,,,,
2416,"{'artist': 'Friday Pilots Club', 'album': 'Glory', 'track': 'Glory'}",,,,,
2417,"{'artist': 'Gorillaz', 'album': 'Demon Days', 'track': 'DARE'}",,,,,
2418,"{'artist': 'Clean Bandit', 'album': 'Love + Fear', 'track': 'Baby (feat. MARINA & Luis Fonsi)'}",,,,,
2419,"{'artist': 'Daniel Wilson', 'album': 'Boy Who Cried Thunder EP', 'track': 'Proofread'}",,,,,
2420,"{'artist': 'My Chemical Romance', 'album': 'The Black Parade: The B-Sides', 'track': 'Heaven Help Us'}",,,,,
2421,"{'artist': 'The Airborne Toxic Event', 'album': 'All At Once', 'track': 'Changing'}",,,,,
2422,"{'artist': 'Will Joseph Cook', 'album': 'Sweet Dreamer', 'track': 'Sweet Dreamer'}",,,,,
2423,"{'artist': 'Rex Orange County', 'album': 'Pony', 'track': ""It's Not The Same Anymore""}",,,,,
2424,"{'artist': 'Martin Garrix', 'album': 'Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)', 'track': 'Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)'}",,,,,
2425,"{'artist': 'Native People', 'album': ""Don't Save Me"", 'track': ""Don't Save Me""}",,,,,
2426,"{'artist': 'Frivolous', 'album': 'Meteorology', 'track': ""Cryin'""}",,,,,
2427,"{'artist': 'Panic! At The Disco', 'album': 'Pray for the Wicked', 'track': 'Old Fashioned'}",,,,,
2428,"{'artist': 'Barns Courtney', 'album': 'Fire', 'track': 'Fire'}",,,,,
2429,"{'artist': 'Patrick Stump', 'album': 'Soul Punk', 'track': 'Spotlight (New Regrets)'}",,,,,
2430,"{'artist': 'Fall Out Boy', 'album': 'Take This To Your Grave', 'track': 'Grand Theft Autumn / Where Is Your Boy'}",,,,,
2431,"{'artist': 'Paramore', 'album': 'After Laughter', 'track': 'Grudges'}",,,,,
2432,"{'artist': 'Tegan and Sara', 'album': 'Heartthrob', 'track': ""I Couldn't Be Your Friend""}",,,,,
2433,"{'artist': 'flor', 'album': 'money', 'track': 'money'}",,,,,
2434,"{'artist': 'Mom Jeans.', 'album': 'Sponsor Me Tape', 'track': 'Sponsor Me Tape'}",,,,,
2435,"{'artist': 'Max Frost', 'album': 'Adderall', 'track': 'Adderall'}",,,,,
2436,"{'artist': 'Moose Blood', 'album': ""I'll Keep You In Mind, From Time to Time"", 'track': 'Bukowski'}",,,,,
2437,"{'artist': 'BTS', 'album': ""Love Yourself 承 'Her'"", 'track': 'DNA'}",,,,,
2438,"{'artist': 'Radical Face', 'album': 'Ghost', 'track': 'Welcome Home, Son'}",,,,,
2439,"{'artist': 'Panic! At The Disco', 'album': 'Too Weird To Live, Too Rare To Die!', 'track': 'Miss Jackson (feat. LOLO)'}",,,,,
2440,"{'artist': 'Citizen', 'album': 'Youth', 'track': 'Sleep'}",,,,,
2441,"{'artist': 'City Girls', 'album': 'Girl Code', 'track': 'Twerk (feat. Cardi B)'}",,,,,
2442,"{'artist': 'The Wild Reeds', 'album': 'The World We Built', 'track': 'Everything Looks Better (In Hindsight)'}",,,,,
2443,"{'artist': 'Grouplove', 'album': 'Spreading Rumours', 'track': 'News to Me'}",,,,,
2444,"{'artist': 'The Young Veins', 'album': 'Take A Vacation!', 'track': 'Change'}",,,,,
2445,"{'artist': 'Ed Sheeran', 'album': '+', 'track': 'Lego House'}",,,,,
2446,"{'artist': 'Avril Lavigne', 'album': 'Let Go', 'track': 'Complicated'}",,,,,
2447,"{'artist': 'The Kooks', 'album': 'Konk', 'track': 'Shine On'}",,,,,
2448,"{'artist': 'Three Man Cannon', 'album': 'Will I Know You Then', 'track': 'Honest'}",,,,,
2449,"{'artist': 'Fall Out Boy', 'album': 'Folie à Deux', 'track': 'What A Catch, Donnie'}",,,,,
2450,"{'artist': 'Vampire Weekend', 'album': 'Modern Vampires of the City', 'track': 'Step'}",,,,,
2451,"{'artist': 'Magic Bronson', 'album': 'Magic Bronson - EP', 'track': 'Monster'}",,,,,
2452,"{'artist': 'Andrew McMahon in the Wilderness', 'album': 'Upside Down Flowers', 'track': 'Blue Vacation'}",,,,,
2453,"{'artist': 'Panic! At The Disco', 'album': 'Say Amen for Silver Linings', 'track': 'Say Amen (Saturday Night)'}",,,,,
2454,"{'artist': 'Spencer Sutherland', 'album': 'Sweater', 'track': 'Sweater'}",,,,,
2455,"{'artist': 'Panic! At The Disco', 'album': 'The Greatest Show', 'track': 'The Greatest Show'}",,,,,
2456,"{'artist': 'The Outfield', 'album': 'Super Hits', 'track': 'Your Love'}",,,,,
2457,"{'artist': 'Spencer Sutherland', 'album': 'NONE of this has been about you', 'track': 'It May Sound Strange'}",,,,,
2458,"{'artist': 'Watsky', 'album': 'x Infinity', 'track': 'Stick to Your Guns'}",,,,,
2459,"{'artist': 'Tyler, The Creator', 'album': 'Flower Boy', 'track': 'Boredom (feat. Rex Orange County & Anna of the North)'}",,,,,
2460,"{'artist': 'Real Friends', 'album': 'Put Yourself Back Together', 'track': 'Lost Boy'}",,,,,
2461,"{'artist': 'All Time Low', 'album': 'Dirty Work', 'track': ""I Feel Like Dancin'""}",,,,,
2462,"{'artist': 'Twenty One Pilots', 'album': 'Blurryface', 'track': 'Not Today'}",,,,,
2463,"{'artist': 'The Front Bottoms', 'album': 'Going Grey', 'track': 'Peace Sign'}",,,,,
2464,"{'artist': 'Kendrick Lamar', 'album': 'DAMN.', 'track': 'HUMBLE.'}",,,,,
2465,"{'artist': 'Manchester Orchestra', 'album': 'Simple Math', 'track': 'Simple Math'}",,,,,
2466,"{'artist': 'The Strokes', 'album': 'First Impressions Of Earth', 'track': 'You Only Live Once'}",,,,,
2467,"{'artist': 'Dashboard Confessional', 'album': 'We Fight', 'track': 'We Fight'}",,,,,
2468,"{'artist': 'Super Defense', 'album': 'Sinking / Anything', 'track': 'Sinking'}",,,,,
2469,"{'artist': 'Boney M.', 'album': 'Nightflight to Venus', 'track': 'Rasputin'}",,,,,
2470,"{'artist': 'Spose', 'album': 'Why Am I So Happy?', 'track': 'Thanks Obama'}",,,,,
2471,"{'artist': 'Grouplove', 'album': 'Welcome To Your Life', 'track': 'Welcome To Your Life'}",,,,,
2472,"{'artist': 'COIN', 'album': 'Crash My Car', 'track': 'Crash My Car'}",,,,,
2473,"{'artist': 'Watsky', 'album': 'Cardboard Castles', 'track': 'Ugly Faces'}",,,,,
2474,"{'artist': 'The Kooks', 'album': 'Inside In / Inside Out', 'track': 'Seaside'}",,,,,
2475,"{'artist': 'Fall Out Boy', 'album': 'Live In Phoenix', 'track': ""This Ain't A Scene, It's An Arms Race""}",,,,,
2476,"{'artist': 'Grouplove', 'album': 'Spreading Rumours', 'track': 'Raspberry'}",,,,,
2477,"{'artist': 'Sorority Noise', 'album': 'Young Luck', 'track': 'Mediocre At Best'}",,,,,
2478,"{'artist': 'Panic! At The Disco', 'album': 'Pray for the Wicked', 'track': 'Hey Look Ma, I Made It'}",,,,,
2479,"{'artist': 'Weezer', 'album': 'Weezer (Black Album)', 'track': ""Can't Knock The Hustle""}",,,,,
2480,"{'artist': 'Panic! At The Disco', 'album': 'Death of a Bachelor', 'track': 'LA Devotee'}",,,,,
2481,"{'artist': 'Sorority Noise', 'album': 'Joy, Departed', 'track': 'Art School Wannabe'}",,,,,
2482,"{'artist': 'Simple Plan', 'album': 'No Pads, No Helmets...Just Balls', 'track': 'Perfect'}",,,,,
2483,"{'artist': 'Jukebox The Ghost', 'album': 'Stay the Night', 'track': 'Stay the Night'}",,,,,
2484,"{'artist': 'The 1975', 'album': 'If You’re Too Shy (Let Me Know)', 'track': 'If You’re Too Shy (Let Me Know) - Edit'}",,,,,
2485,"{'artist': 'blink-182', 'album': 'Take Off Your Pants And Jacket', 'track': 'Reckless Abandon'}",,,,,
2486,"{'artist': 'tea', 'album': 'winter', 'track': 'a conversation about identity'}",,,,,
2487,"{'artist': 'Graeme James', 'album': 'Play One We All Know', 'track': 'Young Blood'}",,,,,
2488,"{'artist': 'Sorority Noise', 'album': 'Forgettable', 'track': 'Nick Kwas Christmas Party'}",,,,,
2489,"{'artist': 'Fall Out Boy', 'album': 'American Beauty/American Psycho', 'track': 'Irresistible'}",,,,,
2490,"{'artist': 'Lemon Demon', 'album': 'Nature Tapes', 'track': 'Jaws'}",,,,,
2491,"{'artist': 'Andrew McMahon in the Wilderness', 'album': 'Zombies On Broadway', 'track': 'Walking In My Sleep'}",,,,,
2492,"{'artist': 'Bring Me The Horizon', 'album': ""That's The Spirit"", 'track': 'Throne'}",,,,,
2493,"{'artist': 'Kyd the Band', 'album': 'American Dreamer', 'track': 'American Dreamer'}",,,,,
2494,"{'artist': 'BTS', 'album': 'MAP OF THE SOUL : 7', 'track': 'Moon'}",,,,,
2495,"{'artist': 'CRUISR', 'album': 'All Over', 'track': 'Kidnap Me'}",,,,,
2496,"{'artist': 'Fall Out Boy', 'album': 'American Beauty/American Psycho', 'track': 'American Beauty/American Psycho'}",,,,,
2497,"{'artist': 'Wild Party', 'album': 'Phantom Pop', 'track': 'First Two Days With You'}",,,,,
2498,"{'artist': 'The Brobecks', 'album': 'Violent Things', 'track': 'Le Velo Pour Deux'}",,,,,
2499,"{'artist': 'Von Wegen Lisbeth', 'album': 'Grande', 'track': 'Bitch'}",,,,,
2500,"{'artist': '3OH!3', 'album': 'Streets Of Gold', 'track': 'My First Kiss (feat. Ke$ha)'}",,,,,
2501,"{'artist': 'Team Spirit', 'album': 'Team Spirit EP', 'track': 'Fuck the Beach'}",,,,,
2502,"{'artist': 'Kendrick Lamar', 'album': 'untitled unmastered.', 'track': 'untitled 02 | 06.23.2014.'}",,,,,
2503,"{'artist': 'Michael Gordon', 'album': 'Field Recordings', 'track': 'Gene Takes a Drink'}",,,,,
2504,"{'artist': 'All Time Low', 'album': ""Don't Panic: It's Longer Now!"", 'track': 'If These Sheets Were States'}",,,,,
2505,"{'artist': 'AWOLNATION', 'album': 'Seven Sticks of Dynamite', 'track': 'Seven Sticks of Dynamite'}",,,,,
2506,"{'artist': 'All Time Low', 'album': 'Future Hearts', 'track': 'Tidal Waves (feat. Mark Hoppus)'}",,,,,
2507,"{'artist': 'Panic! At The Disco', 'album': 'Vices & Virtues', 'track': 'Nearly Witches (Ever Since We Met...)'}",,,,,
2508,"{'artist': 'Mom Jeans.', 'album': 'Puppy Love', 'track': 'near death fail comp (must watch til end)'}",,,,,
2509,"{'artist': 'The 1975', 'album': 'A Brief Inquiry Into Online Relationships', 'track': 'Mine'}",,,,,
2510,"{'artist': 'New Politics', 'album': 'One of Us', 'track': 'One of Us'}",,,,,
2511,"{'artist': 'Winnetka Bowling League', 'album': 'Slow Dances', 'track': 'Slow Dances'}",,,,,
2512,"{'artist': 'Andrew McMahon in the Wilderness', 'album': 'Andrew McMahon In The Wilderness', 'track': 'Cecilia And The Satellite'}",,,,,
2513,"{'artist': 'The Beach Boys', 'album': 'The Very Best Of The Beach Boys: Sounds Of Summer', 'track': 'Barbara Ann - Remastered'}",,,,,
2514,"{'artist': 'Jakob Danger', 'album': 'Jakob Danger', 'track': ""Don't Try""}",,,,,
2515,"{'artist': 'Will Joseph Cook', 'album': 'Sweet Dreamer', 'track': 'Girls Like Me'}",,,,,
2516,"{'artist': 'Grouplove', 'album': 'Spreading Rumours', 'track': ""Bitin' the Bullet""}",,,,,
2517,"{'artist': 'push baby', 'album': 'woah', 'track': 'thor'}",,,,,
2518,"{'artist': 'Lil Nas X', 'album': '7 EP', 'track': 'Bring U Down'}",,,,,
2519,"{'artist': 'Ramshackle Glory', 'album': 'Who Are You Friends Gonna Be?', 'track': 'Gospel Music for the Coming Social War'}",,,,,
2520,"{'artist': 'The Front Bottoms', 'album': 'Talon Of The Hawk', 'track': 'Au Revoir (Adios)'}",,,,,
2521,"{'artist': 'Fitz and The Tantrums', 'album': 'HandClap', 'track': 'HandClap'}",,,,,
2522,"{'artist': 'The Wombats', 'album': 'Beautiful People Will Ruin Your Life', 'track': 'Dip You in Honey'}",,,,,
2523,"{'artist': 'EDEN', 'album': 'i think you think too much of me', 'track': 'XO'}",,,,,
2524,"{'artist': 'Ariana Grande', 'album': 'Sweetener', 'track': 'goodnight n go'}",,,,,
2525,"{'artist': 'The Weeknd', 'album': 'Starboy', 'track': 'True Colors'}",,,,,
2526,"{'artist': 'Youngblood Hawke', 'album': 'Wake Up', 'track': 'Dreams'}",,,,,
2527,"{'artist': ""The Mowgli's"", 'album': 'Kansas City', 'track': 'Kansas City'}",,,,,
2528,"{'artist': 'WALK THE MOON', 'album': 'Walk The Moon', 'track': 'Quesadilla'}",,,,,
2529,"{'artist': 'MARINA', 'album': 'Froot', 'track': 'Immortal'}",,,,,
2530,"{'artist': 'Fall Out Boy', 'album': 'Save Rock And Roll', 'track': 'Miss Missing You'}",,,,,
2531,"{'artist': 'Paramore', 'album': 'Paramore', 'track': 'Anklebiters'}",,,,,
2532,"{'artist': 'Years & Years', 'album': 'Communion', 'track': 'Real'}",,,,,
2533,"{'artist': 'Fall Out Boy', 'album': 'PAX AM Days', 'track': 'Caffeine Cold'}",,,,,
2534,"{'artist': 'Watsky', 'album': 'Cardboard Castles', 'track': 'Hey Asshole'}",,,,,
2535,"{'artist': 'Watsky', 'album': 'Watsky', 'track': 'Fight! Fight! Fight! (feat. Dahlak Brathwaite)'}",,,,,
2536,"{'artist': 'BTS', 'album': ""Love Yourself 結 'Answer'"", 'track': 'IDOL'}",,,,,
2537,"{'artist': 'Ben Khan', 'album': '1992 EP', 'track': 'Savage'}",,,,,
2538,"{'artist': 'The 1975', 'album': 'Milk', 'track': 'Milk'}",,,,,
2539,"{'artist': 'Two Door Cinema Club', 'album': 'Are We Ready? (Wreck)', 'track': 'Are We Ready? (Wreck)'}",,,,,
2540,"{'artist': 'The Front Bottoms', 'album': 'Back On Top', 'track': 'The Plan (Fuck Jobs)'}",,,,,
2541,"{'artist': 'Sticky Fingers', 'album': 'Caress Your Soul', 'track': 'How To Fly'}",,,,,
